timestamp,ack,rssi,snr,fc_unix_time_usec,fc_boot_time_ms,gps_lat,gps_lon,gps_alt,gps_speed,gps_time,abs_pressure1,temperature1,altitude1_empty,abs_pressure2,temperature2,altitude1,sd_status,actuator_status,logging_active,write_rate,space_left,pix_unix_time_usec,pix_boot_time_ms,vibe_x,vibe_y,vibe_z,clip_x,clip_y,clip_z,gps_bearing,gps_bearing_magnetic,gps_bearing_true,gps_bearing_ground_speed,gps_bearing_ground_speed_magnetic,gps_bearing_ground_speed_true,photodiode_value1,photodiode_value2,fc_battery_voltage,led_battery_voltage
21:41:09.796,0,-34,11,,822080,45.862862,-73.592636,54.5,0.15,1753321267,,,,101341.03,48.48,-1.34,1,0,0,0,0,,12280,,,,,,,0.0,4.0,,,,,200,14,7.92,12.6
21:41:11.657,0,-34,11,,823941,45.862858,-73.592636,54.33,0.15,1753321269,,,,101341.85,48.49,-1.4,1,0,0,0,0,,12280,,,,,,,0.0,4.0,,,,,201,13,7.92,12.6
21:41:13.518,0,-33,12,,825802,45.862858,-73.592628,53.69,0.43,1753321271,,,,101340.8,48.5,-1.32,1,0,0,0,0,,12280,,,,,,,0.0,4.0,,,,,201,12,7.92,12.6
21:41:15.462,0,-31,12,,827663,45.862858,-73.592628,53.64,0.33,1753321272,,,,101342.88,48.51,-1.49,1,0,0,0,0,,12280,,,,,,,0.0,3.0,,,,,201,10,7.92,12.6
21:41:17.323,0,-34,11,,829524,45.862858,-73.592628,54.04,0.19,1753321274,,,,101344.69,48.52,-1.64,1,0,0,0,0,,12280,,,,,,,0.0,3.0,,,,,200,13,7.92,12.6
21:41:19.101,0,-32,12,,831385,45.862858,-73.592628,53.73,0.24,1753321276,,,,101337.08,48.52,-1.0,1,0,0,0,0,,12280,,,,,,,0.0,2.0,,,,,201,12,7.92,12.6
21:41:20.962,0,-34,11,,833246,45.862858,-73.592628,53.67,0.04,1753321278,,,,101340.8,48.53,-1.32,1,0,0,0,0,,12280,,,,,,,0.0,2.0,,,,,201,14,7.92,12.6
21:41:22.823,0,-32,11,,835107,45.862858,-73.592628,53.91,0.09,1753321280,,,,101340.22,48.54,-1.27,1,0,0,0,0,,12280,,,,,,,0.0,2.0,,,,,201,13,7.92,12.6
21:41:24.673,0,-35,6,,836968,45.862858,-73.592628,54.0,0.21,1753321282,,,,101340.19,48.55,-1.26,1,0,0,0,0,,12280,,,,,,,0.0,2.0,,,,,200,13,7.92,12.6
21:41:26.526,0,-34,11,,838809,45.862854,-73.592621,53.95,0.13,1753321284,,,,101340.5,48.56,-1.29,1,0,0,0,0,,12280,,,,,,,0.0,1.0,,,,,200,13,7.92,12.6
21:41:28.471,0,-33,12,,840670,45.862858,-73.592628,53.84,0.1,1753321285,,,,101341.55,48.57,-1.38,1,0,0,0,0,,12280,,,,,,,0.0,1.0,,,,,200,13,7.92,12.6
